horsepower,bore_size,grunt,load
130.0,38.375,1.4344979787583954,0.08761415525114155
165.0,43.75,1.7779591836734694,0.09477389656106147
150.0,39.75,1.7799928800284799,0.09254947613504075
150.0,38.0,1.9477146814404431,0.08855228662976988
140.0,37.75,1.7192228411034602,0.08756161206146709
198.0,53.625,1.7041420118343198,0.09882515549412578
220.0,56.75,1.878553824060238,0.10427193385392743
215.0,55.0,1.9101239669421488,0.10204081632653061
225.0,56.875,1.9562854727689893,0.10282485875706214
190.0,48.75,1.898750821827745,0.1012987012987013
170.0,47.875,1.5761236357191064,0.10749368509682851
160.0,42.5,1.7716262975778547,0.0942089221390967
150.0,50.0,1.125,0.10635469290082425
225.0,56.875,1.9562854727689893,0.091
95.0,28.25,2.827159526979403,0.047639123102866776
95.0,33.0,1.3812366085093357,0.06989057536180728
97.0,33.166666666666664,1.4255700613620867,0.07173756308579668
85.0,33.333333333333336,1.08375,0.07730962504831851
88.0,24.25,3.2921670740780105,0.045539906103286384
46.0,24.25,0.8995642469975554,0.05286103542234333
87.0,27.5,2.5021487603305785,0.04116766467065868
90.0,26.75,2.8299414796052056,0.044032921810699586
95.0,26.0,3.3376479289940826,0.043789473684210524
113.0,30.25,3.488559524622635,0.05416293643688451
90.0,33.166666666666664,1.22724173631979,0.07515105740181269
215.0,45.0,2.8533950617283947,0.0780065005417118
200.0,38.375,3.3952614881855507,0.07015539305301645
210.0,39.75,3.48878604485582,0.07256960292104062
193.0,38.0,3.2244632963988913,0.06424344885883347
88.0,24.25,3.2921670740780105,0.045539906103286384
90.0,35.0,1.6530612244897962,0.061837455830388695
95.0,28.25,2.827159526979403,0.050718132854578095
75.0,24.5,2.3427738442315698,0.047898338220918865
100.0,38.666666666666664,1.11474435196195,0.08807896735003796
105.0,37.5,1.3066666666666666,0.06542599592904914
100.0,41.666666666666664,0.9600000000000002,0.07509762691498949
88.0,41.666666666666664,0.743424,0.07571168988491823
100.0,38.666666666666664,1.11474435196195,0.0705596107055961
165.0,43.75,1.7779591836734694,0.08315514373960561
175.0,50.0,1.53125,0.08960573476702509
153.0,43.875,1.520052596975674,0.08449687048627828
150.0,39.75,1.7799928800284799,0.07763671875
180.0,47.875,1.7670036608061956,0.07729566094853683
170.0,50.0,1.4449999999999998,0.08428150021070376
175.0,50.0,1.53125,0.07782101167315175
110.0,43.0,1.09067964665585,0.08710330857528698
72.0,35.0,1.0579591836734692,0.05813953488372093
100.0,41.666666666666664,0.9600000000000002,0.07617306520414381
88.0,41.666666666666664,0.743424,0.07964319847085059
86.0,30.5,1.987637731792529,0.054954954954954956
90.0,29.0,2.4078478002378123,0.054639660857277436
70.0,19.75,3.140522352187149,0.038090646094503376
76.0,22.0,2.9834710743801653,0.04261501210653753
65.0,17.75,3.3525094227335845,0.04004512126339538
69.0,18.0,3.6736111111111116,0.044637321760694355
60.0,24.25,1.5304495695610587,0.05288985823336968
70.0,22.75,2.366863905325444,0.046547314578005115
95.0,28.25,2.827159526979403,0.04960491659350307
